,title,nationality,box_office_first_week,press_eval,viewers_eval,budget,duration_minutes,season,year,action,animation,arts martiaux,aventure,biopic,bollywood,comédie,comédie dramatique,comédie musicale,divers,drame,epouvante-horreur,erotique,espionnage,expérimental,famille,fantastique,guerre,historique,judiciaire,musical,policier,péplum,romance,science fiction,sport event,thriller,western,stars_producers_director,nombre_acteurs_connus,distributor_important
67,evil dead rise,U.S.A.,235926,3.1,2.9,15000000.0,97,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
67,evil dead rise,U.S.A.,235926,3.1,2.9,15000000.0,97,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
68,joker,U.S.A.,1576425,4.1,4.4,55000000.0,122,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
69,kurak günler,Turquie,45633,3.7,3.9,29000000.0,128,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
69,kurak günler,Turquie,45633,3.7,3.9,29000000.0,128,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
70,un homme idéal,France,337525,3.2,3.8,29000000.0,97,printemps,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
71,la chambre des merveilles,France,298308,3.5,3.9,29000000.0,98,printemps,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
72,a noiva,Portugal,298,2.9,2.1,29000000.0,81,été,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
74,insidious,U.S.A.,193688,3.2,3.5,1500000.0,102,été,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
75,sage-homme,France,279606,3.6,4.0,5180000.0,100,printemps,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
76,scream vi,U.S.A.,464821,2.4,3.1,35000000.0,122,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
77,goutte d'or,France,27639,3.8,3.2,29000000.0,98,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
78,everything everywhere all at once,U.S.A.,132121,3.9,3.5,25000000.0,139,été,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
78,everything everywhere all at once,U.S.A.,132121,3.9,3.5,25000000.0,139,été,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
78,everything everywhere all at once,U.S.A.,132121,3.9,3.5,25000000.0,139,été,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
78,everything everywhere all at once,U.S.A.,132121,3.9,3.5,25000000.0,139,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,False
78,everything everywhere all at once,U.S.A.,132121,3.9,3.5,25000000.0,139,été,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
79,little women,U.S.A.,242663,3.7,3.8,40000000.0,135,hiver,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
79,little women,U.S.A.,242663,3.7,3.8,40000000.0,135,hiver,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
80,joyland,Autres,32996,3.9,4.1,29000000.0,126,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
80,joyland,Autres,32996,3.9,4.1,29000000.0,126,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
81,c.r.a.z.y.,Canada,91203,3.8,3.8,29000000.0,127,printemps,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
82,derb,Iran,8528,4.0,3.6,29000000.0,90,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
83,attention au départ !,France,102498,3.0,2.3,29000000.0,93,été,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
84,mission: impossible - ghost protocol,U.S.A.,827046,3.9,3.8,145000000.0,133,hiver,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
84,mission: impossible - ghost protocol,U.S.A.,827046,3.9,3.8,145000000.0,133,hiver,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
84,mission: impossible - ghost protocol,U.S.A.,827046,3.9,3.8,145000000.0,133,hiver,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
86,la nuit du 12,France,96667,4.4,4.1,29000000.0,114,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
86,la nuit du 12,France,96667,4.4,4.1,29000000.0,114,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,True
87,un homme heureux,France,233008,3.1,2.9,29000000.0,89,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
88,beau is afraid,U.S.A.,35019,3.6,3.3,35000000.0,179,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
88,beau is afraid,U.S.A.,35019,3.6,3.3,35000000.0,179,printemps,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
88,beau is afraid,U.S.A.,35019,3.6,3.3,35000000.0,179,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
89,dune,U.S.A.,1030687,4.0,4.3,165000000.0,156,automne,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,3,True
89,dune,U.S.A.,1030687,4.0,4.3,165000000.0,156,automne,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,True
90,ouistreham,France,126975,3.5,4.0,29000000.0,107,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
91,apaches,Belgique,33659,2.8,2.9,29000000.0,95,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
91,apaches,Belgique,33659,2.8,2.9,29000000.0,95,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,True
91,apaches,Belgique,33659,2.8,2.9,29000000.0,95,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,True
92,dungeons & dragons: honor among thieves,U.S.A.,420168,3.3,3.8,151000000.0,134,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
92,dungeons & dragons: honor among thieves,U.S.A.,420168,3.3,3.8,151000000.0,134,printemps,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
93,la dernière reine,Algérie,21049,3.8,4.1,29000000.0,110,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,True
93,la dernière reine,Algérie,21049,3.8,4.1,29000000.0,110,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
94,la cage dorée,Portugal,288750,3.5,3.9,7000000.0,91,printemps,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
95,nightmare alley,U.S.A.,142309,3.8,3.8,60000000.0,151,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
95,nightmare alley,U.S.A.,142309,3.8,3.8,60000000.0,151,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,2,True
96,la la land,U.S.A.,754534,4.4,4.2,30000000.0,128,hiver,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,True
96,la la land,U.S.A.,754534,4.4,4.2,30000000.0,128,hiver,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,2,True
97,the lost city of z,U.S.A.,150045,4.5,3.9,30000000.0,141,printemps,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
98,mascarade,France,91498,2.5,3.6,14000000.0,134,automne,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
99,the unbearable weight of massive talent,U.S.A.,57763,3.1,3.1,30000000.0,108,printemps,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
99,the unbearable weight of massive talent,U.S.A.,57763,3.1,3.1,30000000.0,108,printemps,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
100,see how they run,Grande-Bretagne,56893,2.8,2.9,40000000.0,98,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
100,see how they run,Grande-Bretagne,56893,2.8,2.9,40000000.0,98,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,True
101,the fabelmans,U.S.A.,367332,4.9,4.3,40000000.0,151,hiver,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,True
101,the fabelmans,U.S.A.,367332,4.9,4.3,40000000.0,151,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,True
102,life of pi,U.S.A.,426112,3.6,4.1,120000000.0,125,hiver,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
102,life of pi,U.S.A.,426112,3.6,4.1,120000000.0,125,hiver,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
103,ambulance,U.S.A.,142412,3.1,2.7,40000000.0,136,printemps,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
103,ambulance,U.S.A.,142412,3.1,2.7,40000000.0,136,printemps,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
104,sauver ou périr,France,338929,3.3,4.1,29000000.0,116,automne,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
105,interstellar,U.S.A.,1071360,3.8,4.5,165000000.0,169,automne,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2,True
105,interstellar,U.S.A.,1071360,3.8,4.5,165000000.0,169,automne,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
107,the pope's exorcist,U.S.A.,155555,2.9,2.8,18000000.0,103,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
107,the pope's exorcist,U.S.A.,155555,2.9,2.8,18000000.0,103,printemps,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
107,the pope's exorcist,U.S.A.,155555,2.9,2.8,18000000.0,103,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
108,zillion,Belgique,278,2.9,3.6,7492030.0,138,été,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
108,zillion,Belgique,278,2.9,3.6,7492030.0,138,été,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
109,suzume no tojimari,Japon,181032,3.8,4.2,29000000.0,122,printemps,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
109,suzume no tojimari,Japon,181032,3.8,4.2,29000000.0,122,printemps,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
109,suzume no tojimari,Japon,181032,3.8,4.2,29000000.0,122,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
110,tirailleurs,France,456751,3.3,2.5,29000000.0,100,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
110,tirailleurs,France,456751,3.3,2.5,29000000.0,100,hiver,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,True
110,tirailleurs,France,456751,3.3,2.5,29000000.0,100,hiver,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,True
111,mon crime,France,427391,4.0,3.9,13700000.0,103,printemps,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,True
111,mon crime,France,427391,4.0,3.9,13700000.0,103,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,True
111,mon crime,France,427391,4.0,3.9,13700000.0,103,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,True
111,mon crime,France,427391,4.0,3.9,13700000.0,103,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,True
111,mon crime,France,427391,4.0,3.9,13700000.0,103,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,True
112,green book,U.S.A.,288777,4.0,4.5,23000000.0,130,hiver,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
112,green book,U.S.A.,288777,4.0,4.5,23000000.0,130,hiver,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
113,triangle of sadness,Suède,179786,3.2,3.8,15600000.0,149,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
113,triangle of sadness,Suède,179786,3.2,3.8,15600000.0,149,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
114,c'est tout pour moi,France,250306,3.0,3.6,29000000.0,103,automne,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
115,nos jours heureux,France,252982,3.4,3.8,7508646.0,103,été,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
116,les choses simples,France,222130,2.7,3.8,5950000.0,95,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
117,mon inconnue,France,209564,3.9,4.1,7950000.0,118,printemps,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
117,mon inconnue,France,209564,3.9,4.1,7950000.0,118,printemps,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
118,petit pays,France,101776,3.7,3.8,29000000.0,113,été,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,True
119,mission: impossible - rogue nation,U.S.A.,1233768,3.7,3.9,150000000.0,132,été,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
119,mission: impossible - rogue nation,U.S.A.,1233768,3.7,3.9,150000000.0,132,été,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
120,deux moi,France,238161,3.7,3.5,29000000.0,110,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,True
121,moka,France,85331,3.2,3.0,29000000.0,90,été,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
122,spider-man: into the spider-verse,U.S.A.,218728,4.2,4.4,90000000.0,117,hiver,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
122,spider-man: into the spider-verse,U.S.A.,218728,4.2,4.4,90000000.0,117,hiver,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
122,spider-man: into the spider-verse,U.S.A.,218728,4.2,4.4,90000000.0,117,hiver,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
123,john wick: chapter 4,U.S.A.,411048,3.6,3.9,90000000.0,170,printemps,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
124,x,U.S.A.,31224,3.9,3.0,10000000.0,105,automne,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
125,plancha,France,271193,2.1,2.3,29000000.0,98,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
126,alibi.com 2,France,81100,3.0,3.9,29000000.0,88,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
127,mauvaises herbes,France,201117,3.4,4.1,29000000.0,100,automne,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
128,knor,Pays-Bas,6286,3.4,2.3,29000000.0,70,été,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
128,knor,Pays-Bas,6286,3.4,2.3,29000000.0,70,été,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
128,knor,Pays-Bas,6286,3.4,2.3,29000000.0,70,été,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
129,the aviator,U.S.A.,640883,4.0,3.8,110000000.0,165,hiver,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
129,the aviator,U.S.A.,640883,4.0,3.8,110000000.0,165,hiver,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
129,the aviator,U.S.A.,640883,4.0,3.8,110000000.0,165,hiver,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,2,True
130,le parfum vert,France,80190,3.5,2.3,7800000.0,101,hiver,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
130,le parfum vert,France,80190,3.5,2.3,7800000.0,101,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,True
131,titanic,U.S.A.,498212,4.9,4.3,200000000.0,194,hiver,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,True
131,titanic,U.S.A.,498212,4.9,4.3,200000000.0,194,hiver,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,2,True
132,à la belle étoile,France,67974,2.9,3.7,29000000.0,110,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
132,à la belle étoile,France,67974,2.9,3.7,29000000.0,110,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
133,nezouh,Autres,3771,3.0,3.0,29000000.0,103,été,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
134,les petites victoires,France,250360,3.6,3.9,5460000.0,90,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,False
135,le nouveau jouet,France,271139,3.5,2.5,29000000.0,112,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
136,mademoiselle chambon,France,165891,3.7,3.2,29000000.0,101,automne,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
136,mademoiselle chambon,France,165891,3.7,3.2,29000000.0,101,automne,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2,True
137,spy,U.S.A.,249389,3.0,3.5,65000000.0,120,été,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
137,spy,U.S.A.,249389,3.0,3.5,65000000.0,120,été,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
138,stars at noon,France,13094,2.5,2.1,29000000.0,137,été,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
138,stars at noon,France,13094,2.5,2.1,29000000.0,137,été,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
138,stars at noon,France,13094,2.5,2.1,29000000.0,137,été,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
140,omar la fraise,France,140144,3.4,2.9,5490000.0,92,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
141,j'accuse,France,501228,4.0,3.8,25300000.0,132,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
141,j'accuse,France,501228,4.0,3.8,25300000.0,132,automne,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2,True
141,j'accuse,France,501228,4.0,3.8,25300000.0,132,automne,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
142,"indiana jones and the kingdom of the crystal skull
",U.S.A.,1674041,3.0,3.1,185000000.0,123,printemps,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,True
142,"indiana jones and the kingdom of the crystal skull
",U.S.A.,1674041,3.0,3.1,185000000.0,123,printemps,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,True
143,the hunt,U.S.A.,19864,3.2,3.0,14000000.0,91,été,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
143,the hunt,U.S.A.,19864,3.2,3.0,14000000.0,91,été,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
144,fumer fait tousser,France,87446,3.2,2.7,6009575.0,80,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,True
145,je verrai toujours vos visages,France,282292,4.1,4.4,29000000.0,118,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
